Common garden,R (bloc no),Provenance,arbre,id,year,AgeC,Vinc_m3,Average_density,bm_inc_density
Mont-Laurier,4,1329,10,1329_304,2011,31,0.003257771,540.7,1.761476518
Mont-Laurier,4,1329,10,1329_304,2012,32,0.003777152,579.2,2.187726354
Mont-Laurier,4,1329,10,1329_304,2013,33,0.003521535,526.4,1.853736006
Mont-Laurier,4,1329,10,1329_304,2014,34,0.002660081,549.5,1.46171473
Mont-Laurier,4,1329,10,1329_304,2015,35,0.003560841,514.8,1.833120804
Mont-Laurier,4,1329,13,1329_305,1982,1,0.00018169,588,0.106833928
Mont-Laurier,4,1329,13,1329_305,1983,2,0.00035285,583.8,0.205993999
Mont-Laurier,4,1329,13,1329_305,1984,3,0.001191006,525,0.625278135
Mont-Laurier,4,1329,13,1329_305,1985,4,0.002640041,493.7,1.303388121
Mont-Laurier,4,1329,13,1329_305,1986,5,0.002206522,493.9,1.089801216
Mont-Laurier,4,1329,13,1329_305,1987,6,0.00302891,512.1,1.551104581
Mont-Laurier,4,1329,13,1329_305,1988,7,0.004068272,466,1.895814742
Mont-Laurier,4,1329,13,1329_305,1989,8,0.004199215,472.8,1.985388768
Mont-Laurier,4,1329,13,1329_305,1990,9,0.006372059,468.5,2.985309529
Mont-Laurier,4,1329,13,1329_305,1991,10,0.005473216,478.9,2.621123336
Mont-Laurier,4,1329,13,1329_305,1992,11,0.005147044,496,2.552933858
Mont-Laurier,4,1329,13,1329_305,1993,12,0.006538544,463.2,3.028653456
Mont-Laurier,4,1329,13,1329_305,1994,13,0.005451128,468.7,2.554943651
Mont-Laurier,4,1329,13,1329_305,1995,14,0.003912035,473.9,1.853913547
Mont-Laurier,4,1329,13,1329_305,1996,15,0.005487065,443.9,2.435708316
Mont-Laurier,4,1329,13,1329_305,1997,16,0.005434533,485.2,2.636835207
Mont-Laurier,4,1329,13,1329_305,1998,17,0.00480281,521.8,2.506106359
Mont-Laurier,4,1329,13,1329_305,1999,18,0.004538729,486.9,2.209907276
Mont-Laurier,4,1329,13,1329_305,2000,19,0.008891444,455.7,4.051831133
Mont-Laurier,4,1329,13,1329_305,2001,20,0.006385439,495.5,3.163984764
Mont-Laurier,4,1329,13,1329_305,2002,21,0.00508435,507.5,2.580307351
Mont-Laurier,4,1329,13,1329_305,2003,22,0.003774693,505.1,1.906597167
Mont-Laurier,4,1329,13,1329_305,2004,23,0.005827471,514,2.995320174
Mont-Laurier,4,1329,13,1329_305,2005,24,0.004257899,522.2,2.223474851
Mont-Laurier,4,1329,13,1329_305,2006,25,0.004548203,537.5,2.444658998
Mont-Laurier,4,1329,13,1329_305,2007,26,0.005601168,504.5,2.825789332
Mont-Laurier,4,1329,13,1329_305,2008,27,0.003429239,480.6,1.648092166
Mont-Laurier,4,1329,13,1329_305,2009,28,0.002962494,488.8,1.44806723
Mont-Laurier,4,1329,13,1329_305,2010,29,0.003951118,582.9,2.303106463
Mont-Laurier,4,1329,13,1329_305,2011,30,0.00515118,568,2.925870029
Mont-Laurier,4,1329,13,1329_305,2012,31,0.005477346,489.5,2.681160609
Mont-Laurier,4,1329,13,1329_305,2013,32,0.005842175,566.9,3.31192874
Mont-Laurier,4,1329,13,1329_305,2014,33,0.005395343,556.2,3.00088978
Mont-Laurier,4,1329,13,1329_305,2015,34,0.005107032,572.3,2.922754259
Mont-Laurier,4,1329,14,1329_306,1982,1,0.000237903,530.5,0.126207717
Mont-Laurier,4,1329,14,1329_306,1983,2,0.000341527,532.8,0.181965474
Mont-Laurier,4,1329,14,1329_306,1984,3,0.001026764,463.3,0.475699736
Mont-Laurier,4,1329,14,1329_306,1985,4,0.001257906,469.9,0.591089874
Mont-Laurier,4,1329,14,1329_306,1986,5,0.002361283,457.7,1.080759003
Mont-Laurier,4,1329,14,1329_306,1987,6,0.003053501,471.5,1.439725594
Mont-Laurier,4,1329,14,1329_306,1988,7,0.003203256,422.2,1.352414547
Mont-Laurier,4,1329,14,1329_306,1989,8,0.00278489,466.1,1.298037211
Mont-Laurier,4,1329,14,1329_306,1990,9,0.005118763,422.4,2.162165456
Mont-Laurier,4,1329,14,1329_306,1991,10,0.003250083,438.1,1.423861162
Mont-Laurier,4,1329,14,1329_306,1992,11,0.004899255,435.4,2.133135489
Mont-Laurier,4,1329,14,1329_306,1993,12,0.005627653,431.2,2.426643872
Mont-Laurier,4,1329,14,1329_306,1994,13,0.004568926,439.1,2.006215482
Mont-Laurier,4,1329,14,1329_306,1995,14,0.004535167,449.4,2.038104029
Mont-Laurier,4,1329,14,1329_306,1996,15,0.006158672,460.3,2.834836803
Mont-Laurier,4,1329,14,1329_306,1997,16,0.007606464,442.2,3.363578437
Mont-Laurier,4,1329,14,1329_306,1998,17,0.006292284,486.9,3.063713083
Mont-Laurier,4,1329,14,1329_306,1999,18,0.006442133,492.4,3.172106094
Mont-Laurier,4,1329,14,1329_306,2000,19,0.01029704,450.5,4.638816301
Mont-Laurier,4,1329,14,1329_306,2001,20,0.008989216,455.3,4.092790197
Mont-Laurier,4,1329,14,1329_306,2002,21,0.010069348,483.8,4.871550583
Mont-Laurier,4,1329,14,1329_306,2003,22,0.005093786,497.3,2.533139555
Mont-Laurier,4,1329,14,1329_306,2004,23,0.007611306,500.6,3.810219529
Mont-Laurier,4,1329,14,1329_306,2005,24,0.003811647,466.2,1.776989833
Mont-Laurier,4,1329,14,1329_306,2006,25,0.005081134,493.4,2.507031651
Mont-Laurier,4,1329,14,1329_306,2007,26,0.006797165,491.3,3.339447213
Mont-Laurier,4,1329,14,1329_306,2008,27,0.005453441,435.3,2.373882708
Mont-Laurier,4,1329,14,1329_306,2009,28,0.004356902,516.8,2.251647091
Mont-Laurier,4,1329,14,1329_306,2010,29,0.007465528,551.6,4.117985195
Mont-Laurier,4,1329,14,1329_306,2011,30,0.004903562,499.6,2.449819665
Mont-Laurier,4,1329,14,1329_306,2012,31,0.004713834,561.9,2.648703285
Mont-Laurier,4,1329,14,1329_306,2013,32,0.004721572,489.7,2.312153873
Mont-Laurier,4,1329,14,1329_306,2014,33,0.004354261,517.3,2.252459223
Mont-Laurier,4,1329,14,1329_306,2015,34,0.004939742,545.7,2.695617378
Mont-Laurier,6,1329,6,1329_703,1983,1,0.000332411,548.6,0.182360866
Mont-Laurier,6,1329,6,1329_703,1984,2,0.000387568,511.5,0.198241258
Mont-Laurier,6,1329,6,1329_703,1985,3,0.000894061,449.8,0.402148676
Mont-Laurier,6,1329,6,1329_703,1986,4,0.00172233,477.7,0.822756925
Mont-Laurier,6,1329,6,1329_703,1987,5,0.002446159,573.5,1.402872184
Mont-Laurier,6,1329,6,1329_703,1988,6,0.004965724,494.5,2.455550531
Mont-Laurier,6,1329,6,1329_703,1989,7,0.007248133,520.3,3.771203771
Mont-Laurier,6,1329,6,1329_703,1990,8,0.006359848,566.8,3.604761926
Mont-Laurier,6,1329,6,1329_703,1991,9,0.006184528,544.1,3.365001471
Mont-Laurier,6,1329,6,1329_703,1992,10,0.007336924,478.1,3.507783273
Mont-Laurier,6,1329,6,1329_703,1993,11,0.010201829,441.7,4.506147819
Mont-Laurier,6,1329,6,1329_703,1994,12,0.008324672,525.3,4.372950196
Mont-Laurier,6,1329,6,1329_703,1995,13,0.010567782,504.5,5.331445814
Mont-Laurier,6,1329,6,1329_703,1996,14,0.009659095,492.5,4.757104364
Mont-Laurier,6,1329,6,1329_703,1997,15,0.008577516,470.8,4.038294325
Mont-Laurier,6,1329,6,1329_703,1998,16,0.006915333,487.3,3.369841823
Mont-Laurier,6,1329,6,1329_703,1999,17,0.008947773,496.5,4.442569068
Mont-Laurier,6,1329,6,1329_703,2000,18,0.011046713,454.9,5.025149724
Mont-Laurier,6,1329,6,1329_703,2001,19,0.010876956,459.7,5.000136586
Mont-Laurier,6,1329,6,1329_703,2002,20,0.008503778,488.3,4.152394614
Mont-Laurier,6,1329,6,1329_703,2003,21,0.00532841,496.5,2.645555633
Mont-Laurier,6,1329,6,1329_703,2004,22,0.008290609,454.5,3.768081884
Mont-Laurier,6,1329,6,1329_703,2005,23,0.00878565,498.9,4.383160664
Mont-Laurier,6,1329,6,1329_703,2006,24,0.003805512,513,1.952227439
Mont-Laurier,6,1329,6,1329_703,2007,25,0.004035282,431.1,1.739609979
Mont-Laurier,6,1329,6,1329_703,2008,26,0.001458271,476.2,0.694428615
Mont-Laurier,6,1329,6,1329_703,2009,27,0.002564925,423.2,1.085476105
Mont-Laurier,6,1329,6,1329_703,2010,28,0.00262091,498.3,1.3059992
Mont-Laurier,6,1329,6,1329_703,2011,29,0.001965577,481.9,0.947211738
Mont-Laurier,6,1329,6,1329_703,2012,30,0.003136633,503.4,1.578981191
Mont-Laurier,6,1329,6,1329_703,2013,31,0.004920421,520.8,2.562555215
Mont-Laurier,6,1329,6,1329_703,2014,32,0.008269828,449.2,3.71480694
Mont-Laurier,6,1329,7,1329_704,1983,1,0.000555644,510,0.283378282
Mont-Laurier,6,1329,7,1329_704,1984,2,0.001028681,445.9,0.458688872
Mont-Laurier,6,1329,7,1329_704,1985,3,0.001694803,441.3,0.747916725
Mont-Laurier,6,1329,7,1329_704,1986,4,0.003189165,447.8,1.428108028
Mont-Laurier,6,1329,7,1329_704,1987,5,0.005651138,477.4,2.69785304
Mont-Laurier,6,1329,7,1329_704,1988,6,0.008509594,403.7,3.435323014
Mont-Laurier,6,1329,7,1329_704,1989,7,0.005912897,482.7,2.854155182
Mont-Laurier,6,1329,7,1329_704,1990,8,0.008460969,428.9,3.628909429
Mont-Laurier,6,1329,7,1329_704,1991,9,0.010952583,410.3,4.493844793
Mont-Laurier,6,1329,7,1329_704,1992,10,0.008625096,418.1,3.606152644
Mont-Laurier,6,1329,7,1329_704,1993,11,0.010802321,416.5,4.499166782
Mont-Laurier,6,1329,7,1329_704,1994,12,0.006723708,437.4,2.940949738
Mont-Laurier,6,1329,7,1329_704,1995,13,0.009326145,435.8,4.064333909
Mont-Laurier,6,1329,7,1329_704,1996,14,0.00669044,443.7,2.968548306
Mont-Laurier,6,1329,7,1329_704,1997,15,0.010528808,436,4.590560453
Mont-Laurier,6,1329,7,1329_704,1998,16,0.005370412,497.1,2.669631679
Mont-Laurier,6,1329,7,1329_704,1999,17,0.009797564,467,4.575462343
Mont-Laurier,6,1329,7,1329_704,2000,18,0.00716066,439,3.143529692
Mont-Laurier,6,1329,7,1329_704,2001,19,0.009203922,463.2,4.263256719
Mont-Laurier,6,1329,7,1329_704,2002,20,0.005699966,511.8,2.917242648
Mont-Laurier,6,1329,7,1329_704,2003,21,0.00599993,500,2.999965176
Mont-Laurier,6,1329,7,1329_704,2004,22,0.006807836,470,3.199682904
Mont-Laurier,6,1329,7,1329_704,2005,23,0.004559457,537.7,2.451619772
Mont-Laurier,6,1329,7,1329_704,2006,24,0.003579346,549,1.965060862
Mont-Laurier,6,1329,7,1329_704,2007,25,0.004415668,495.7,2.188846622
Mont-Laurier,6,1329,7,1329_704,2008,26,0.002066856,524.1,1.083239146
Mont-Laurier,6,1329,7,1329_704,2009,27,0.004390959,537.2,2.358823131
Mont-Laurier,6,1329,7,1329_704,2010,28,0.00434422,530.6,2.305043067
Mont-Laurier,6,1329,7,1329_704,2011,29,0.003738825,535.1,2.000645318
Mont-Laurier,6,1329,7,1329_704,2012,30,0.003856638,511.9,1.97421308
Mont-Laurier,6,1329,7,1329_704,2013,31,0.002544274,483.2,1.229393393
Mont-Laurier,6,1329,7,1329_704,2014,32,0.004825843,508.3,2.452976072
Mont-Laurier,6,1329,7,1329_704,2015,33,0.002863451,558.9,1.600382646
Mont-Laurier,6,1329,8,1329_705,1982,1,0.00024021,575.7,0.138289149
Mont-Laurier,6,1329,8,1329_705,1983,2,0.000462656,516.1,0.238776606
Mont-Laurier,6,1329,8,1329_705,1984,3,0.00076988,476.4,0.366770604
Mont-Laurier,6,1329,8,1329_705,1985,4,0.001767174,467.2,0.82562363
Mont-Laurier,6,1329,8,1329_705,1986,5,0.00232985,479.9,1.118095149
Mont-Laurier,6,1329,8,1329_705,1987,6,0.004281116,484.2,2.07291655
Mont-Laurier,6,1329,8,1329_705,1988,7,0.005295116,449.5,2.380154406
Mont-Laurier,6,1329,8,1329_705,1989,8,0.005685478,435.8,2.477731356
Mont-Laurier,6,1329,8,1329_705,1990,9,0.006597602,425.7,2.808599091
Mont-Laurier,6,1329,8,1329_705,1991,10,0.006292639,474.6,2.986486563
Mont-Laurier,6,1329,8,1329_705,1992,11,0.007988565,425.7,3.400732204
Mont-Laurier,6,1329,8,1329_705,1993,12,0.008394912,443.9,3.726501524
Mont-Laurier,6,1329,8,1329_705,1994,13,0.00646649,404.3,2.614401756
Mont-Laurier,6,1329,8,1329_705,1995,14,0.006191965,491.6,3.043969745
Mont-Laurier,6,1329,8,1329_705,1996,15,0.00565714,407.6,2.305850243
Mont-Laurier,6,1329,8,1329_705,1997,16,0.007052669,457.6,3.227301363
Mont-Laurier,6,1329,8,1329_705,1998,17,0.007498462,476,3.569267881
Mont-Laurier,6,1329,8,1329_705,1999,18,0.006337922,456.3,2.891993891
Mont-Laurier,6,1329,8,1329_705,2000,19,0.007594651,439.8,3.340127366
Mont-Laurier,6,1329,8,1329_705,2001,20,0.00533785,460.1,2.455944986
Mont-Laurier,6,1329,8,1329_705,2002,21,0.007239861,493.7,3.57431953
Mont-Laurier,6,1329,8,1329_705,2003,22,0.007468001,486.2,3.630941981
Mont-Laurier,6,1329,8,1329_705,2004,23,0.007255769,459.5,3.33402573
Mont-Laurier,6,1329,8,1329_705,2005,24,0.006037644,450.8,2.721770093
Mont-Laurier,6,1329,8,1329_705,2006,25,0.003832547,409.6,1.569811422
Mont-Laurier,6,1329,8,1329_705,2007,26,0.004822751,443.4,2.138407943
Mont-Laurier,6,1329,8,1329_705,2008,27,0.004401218,426.3,1.876239261
Mont-Laurier,6,1329,8,1329_705,2009,28,0.004242012,460.8,1.954719055
Mont-Laurier,6,1329,8,1329_705,2010,29,0.006219966,513.7,3.195196733
Mont-Laurier,6,1329,8,1329_705,2011,30,0.005339096,505.9,2.701048821
Mont-Laurier,6,1329,8,1329_705,2012,31,0.006863326,470.4,3.228508752
Mont-Laurier,6,1329,8,1329_705,2013,32,0.004398801,486.5,2.140016505
Mont-Laurier,6,1329,8,1329_705,2014,33,0.006098009,496.5,3.027661504
Mont-Laurier,6,1329,8,1329_705,2015,34,0.005047264,478.4,2.414611102
Mont-Laurier,6,1329,3,1329_706,1980,1,0.000347331,526.8,0.182973891
Mont-Laurier,6,1329,3,1329_706,1981,2,0.00058627,498.5,0.292255559
Mont-Laurier,6,1329,3,1329_706,1982,3,0.000852705,501.8,0.427887184
Mont-Laurier,6,1329,3,1329_706,1983,4,0.001684189,473.9,0.798137229
Mont-Laurier,6,1329,3,1329_706,1984,5,0.001931743,481.1,0.929361362
Mont-Laurier,6,1329,3,1329_706,1985,6,0.002225432,491.7,1.094244769
Mont-Laurier,6,1329,3,1329_706,1986,7,0.003906481,501.1,1.957537709
Mont-Laurier,6,1329,3,1329_706,1987,8,0.004961866,560,2.778644864
Mont-Laurier,6,1329,3,1329_706,1988,9,0.006549838,514,3.366616754
Mont-Laurier,6,1329,3,1329_706,1989,10,0.006909242,540.5,3.734445047
Mont-Laurier,6,1329,3,1329_706,1990,11,0.008031745,463.5,3.722713802
Mont-Laurier,6,1329,3,1329_706,1991,12,0.007895764,475.7,3.756014967
Mont-Laurier,6,1329,3,1329_706,1992,13,0.00710228,472.1,3.352986321
Mont-Laurier,6,1329,3,1329_706,1993,14,0.00841535,458.8,3.860962334
Mont-Laurier,6,1329,3,1329_706,1994,15,0.005560629,508.3,2.826467807
Mont-Laurier,6,1329,3,1329_706,1995,16,0.005561869,455.2,2.531762578
Mont-Laurier,6,1329,3,1329_706,1996,17,0.011158686,736.8,8.221719891
Mont-Laurier,6,1329,3,1329_706,1997,18,0.012368613,611.9,7.568354331
Mont-Laurier,6,1329,3,1329_706,1998,19,0.006681951,582,3.888895637
Mont-Laurier,6,1329,3,1329_706,1999,20,0.005781818,512.4,2.962603418
Mont-Laurier,6,1329,3,1329_706,2000,21,0.003972306,460,1.827260616
Mont-Laurier,6,1329,3,1329_706,2001,22,0.006103295,522.9,3.191413122
Mont-Laurier,6,1329,3,1329_706,2002,23,0.006566983,527.5,3.464083645
Mont-Laurier,6,1329,3,1329_706,2003,24,0.005382806,498.5,2.683328795
Mont-Laurier,6,1329,3,1329_706,2004,25,0.006546842,489.7,3.205988511
Mont-Laurier,6,1329,3,1329_706,2005,26,0.004650235,516.5,2.401846095
Mont-Laurier,6,1329,3,1329_706,2006,27,0.003769376,558.9,2.106704299
Mont-Laurier,6,1329,3,1329_706,2007,28,0.007514774,540.4,4.060983808
Mont-Laurier,6,1329,3,1329_706,2008,29,0.003567631,447.6,1.5968718
Mont-Laurier,6,1329,3,1329_706,2009,30,0.004205586,522.6,2.197839052
Mont-Laurier,6,1329,3,1329_706,2010,31,0.005797704,558.4,3.237438128
Mont-Laurier,6,1329,3,1329_706,2011,32,0.004920477,593.7,2.921286991
Mont-Laurier,6,1329,3,1329_706,2012,33,0.006157169,561.3,3.456018716
Mont-Laurier,6,1329,3,1329_706,2013,34,0.003301295,509.4,1.681679674
Mont-Laurier,6,1329,3,1329_706,2014,35,0.004532767,517,2.343440382
Mont-Laurier,6,1329,3,1329_706,2015,36,0.002369505,509.9,1.208210488
Mont-Laurier,6,1329,12,1329_707,1982,1,0.000221326,477.7,0.105727269
Mont-Laurier,6,1329,12,1329_707,1983,2,0.000420389,469.3,0.197288421
Mont-Laurier,6,1329,12,1329_707,1984,3,0.000661237,660,0.436416695
Mont-Laurier,6,1329,12,1329_707,1985,4,0.000881396,411.7,0.362870825
Mont-Laurier,6,1329,12,1329_707,1986,5,0.00164482,458.7,0.754478841
Mont-Laurier,6,1329,12,1329_707,1987,6,0.002925569,468.5,1.370629077
Mont-Laurier,6,1329,12,1329_707,1988,7,0.004842377,393.7,1.906443863
Mont-Laurier,6,1329,12,1329_707,1989,8,0.006207622,432.5,2.684796592
Mont-Laurier,6,1329,12,1329_707,1990,9,0.006284733,397.2,2.496295809
Mont-Laurier,6,1329,12,1329_707,1991,10,0.006975752,397.4,2.772163813
Mont-Laurier,6,1329,12,1329_707,1992,11,0.00810128,383.4,3.10603073
Mont-Laurier,6,1329,12,1329_707,1993,12,0.012008348,364.5,4.37704273
Mont-Laurier,6,1329,12,1329_707,1994,13,0.008105318,375.7,3.045168058
Mont-Laurier,6,1329,12,1329_707,1995,14,0.012121176,377.9,4.580592456
Mont-Laurier,6,1329,12,1329_707,1996,15,0.012111764,399.4,4.837438481
Mont-Laurier,6,1329,12,1329_707,1997,16,0.014771837,394.3,5.824535456
Mont-Laurier,6,1329,12,1329_707,1998,17,0.010007088,418.8,4.190968466
Mont-Laurier,6,1329,12,1329_707,1999,18,0.010867584,412.5,4.48287833
Mont-Laurier,6,1329,12,1329_707,2000,19,0.008651464,399.1,3.452799226
Mont-Laurier,6,1329,12,1329_707,2001,20,0.011503659,413.3,4.754462062
Mont-Laurier,6,1329,12,1329_707,2002,21,0.009094863,404.1,3.675234058
Mont-Laurier,6,1329,12,1329_707,2003,22,0.007753588,413.6,3.206884146
Mont-Laurier,6,1329,12,1329_707,2004,23,0.014422282,385.5,5.559789503
Mont-Laurier,6,1329,12,1329_707,2005,24,0.006574046,440.2,2.893894958
Mont-Laurier,6,1329,12,1329_707,2006,25,0.004949228,472,2.336035412
Mont-Laurier,6,1329,12,1329_707,2007,26,0.01067362,437.2,4.666506457
Mont-Laurier,6,1329,12,1329_707,2008,27,0.005641429,452.6,2.553310635
Mont-Laurier,6,1329,12,1329_707,2009,28,0.008981358,425.4,3.820669483
Mont-Laurier,6,1329,12,1329_707,2010,29,0.007881799,467.3,3.683164718
Mont-Laurier,6,1329,12,1329_707,2011,30,0.0061401,458,2.812165937
Mont-Laurier,6,1329,12,1329_707,2012,31,0.00651682,451.3,2.941040849
Mont-Laurier,6,1329,12,1329_707,2013,32,0.005087109,458.4,2.331930764
Mont-Laurier,6,1329,12,1329_707,2014,33,0.006072236,461.6,2.802944134
Mont-Laurier,6,1329,12,1329_707,2015,34,0.005052885,502.2,2.537559001
Mont-Laurier,6,1329,13,1329_708,1980,1,0.000321934,568.1,0.182890736
Mont-Laurier,6,1329,13,1329_708,1981,2,0.000528851,534.6,0.282723934
Mont-Laurier,6,1329,13,1329_708,1982,3,0.000706266,536.6,0.378982288
Mont-Laurier,6,1329,13,1329_708,1983,4,0.001219124,487.8,0.594688649
Mont-Laurier,6,1329,13,1329_708,1984,5,0.001430817,403.4,0.577191489
Mont-Laurier,6,1329,13,1329_708,1985,6,0.001795838,455.4,0.817824466
Mont-Laurier,6,1329,13,1329_708,1986,7,0.003154095,577.8,1.822435863
Mont-Laurier,6,1329,13,1329_708,1987,8,0.005925604,599.4,3.551806712
Mont-Laurier,6,1329,13,1329_708,1988,9,0.008245776,543.2,4.479105346
Mont-Laurier,6,1329,13,1329_708,1989,10,0.009413571,551,5.186877671
Mont-Laurier,6,1329,13,1329_708,1990,11,0.005786864,512.4,2.965188975
Mont-Laurier,6,1329,13,1329_708,1991,12,0.008436834,501.7,4.232759655
Mont-Laurier,6,1329,13,1329_708,1992,13,0.006553165,488.8,3.20318683
Mont-Laurier,6,1329,13,1329_708,1993,14,0.00996891,504.4,5.028318268
Mont-Laurier,6,1329,13,1329_708,1994,15,0.007976883,516.2,4.117667005
Mont-Laurier,6,1329,13,1329_708,1995,16,0.009510495,494.9,4.706743895
Mont-Laurier,6,1329,13,1329_708,1996,17,0.008673939,520.5,4.514785477
Mont-Laurier,6,1329,13,1329_708,1997,18,0.009664069,504.7,4.87745583
Mont-Laurier,6,1329,13,1329_708,1998,19,0.008340479,528.6,4.408777016
Mont-Laurier,6,1329,13,1329_708,1999,20,0.011119558,493.5,5.487502019
Mont-Laurier,6,1329,13,1329_708,2000,21,0.007794392,458.9,3.576846347
Mont-Laurier,6,1329,13,1329_708,2001,22,0.011871523,536.7,6.371446508
Mont-Laurier,6,1329,13,1329_708,2002,23,0.010992907,482.1,5.299680414
Mont-Laurier,6,1329,13,1329_708,2003,24,0.010378521,494.8,5.135292025
Mont-Laurier,6,1329,13,1329_708,2004,25,0.011751422,484.9,5.698264746
Mont-Laurier,6,1329,13,1329_708,2005,26,0.011910244,500.5,5.961077093
Mont-Laurier,6,1329,13,1329_708,2006,27,0.008798103,494,4.346263047
Mont-Laurier,6,1329,13,1329_708,2007,28,0.012222148,486.8,5.949741682
Mont-Laurier,6,1329,13,1329_708,2008,29,0.008443748,487.5,4.116327363
Mont-Laurier,6,1329,13,1329_708,2009,30,0.010923048,500.5,5.46698526
Mont-Laurier,6,1329,13,1329_708,2010,31,0.01360032,577.7,7.856905112
Mont-Laurier,6,1329,13,1329_708,2011,32,0.011619323,544.6,6.327883408
Mont-Laurier,6,1329,13,1329_708,2012,33,0.012402562,545.9,6.770558616
Mont-Laurier,6,1329,13,1329_708,2013,34,0.020025226,399.6,8.002080304
Mont-Laurier,6,1329,13,1329_708,2014,35,0.013354331,495.9,6.622412938
Mont-Laurier,6,1329,13,1329_708,2015,36,0.017247944,594.9,10.26080166
Mont-Laurier,3,1528,6,1528_007,1984,1,0.000487215,588,0.286482629
Mont-Laurier,3,1528,6,1528_007,1985,2,0.001251788,482.5,0.603987593
Mont-Laurier,3,1528,6,1528_007,1986,3,0.002091401,503.6,1.053229711
Mont-Laurier,3,1528,6,1528_007,1987,4,0.002531514,473.2,1.197912387
Mont-Laurier,3,1528,6,1528_007,1988,5,0.003858999,444.9,1.716868822
Mont-Laurier,3,1528,6,1528_007,1989,6,0.004246619,425.6,1.807360998
Mont-Laurier,3,1528,6,1528_007,1990,7,0.005179724,403.7,2.091054596
Mont-Laurier,3,1528,6,1528_007,1991,8,0.005715083,424.8,2.427767376
Mont-Laurier,3,1528,6,1528_007,1992,9,0.006160769,417.7,2.573353371
Mont-Laurier,3,1528,6,1528_007,1993,10,0.006134685,405.1,2.48516073
Mont-Laurier,3,1528,6,1528_007,1994,11,0.003970327,396.3,1.573440768
Mont-Laurier,3,1528,6,1528_007,1995,12,0.004359245,436.9,1.904554104
Mont-Laurier,3,1528,6,1528_007,1996,13,0.004232254,375.8,1.590481012
Mont-Laurier,3,1528,6,1528_007,1997,14,0.003800946,416.1,1.581573496
Mont-Laurier,3,1528,6,1528_007,1998,15,0.005342955,442.9,2.366394569
Mont-Laurier,3,1528,6,1528_007,1999,16,0.004735595,398.4,1.886661099
Mont-Laurier,3,1528,6,1528_007,2000,17,0.005837064,355,2.072157775
Mont-Laurier,3,1528,6,1528_007,2001,18,0.004482763,398.1,1.784588051
Mont-Laurier,3,1528,6,1528_007,2002,19,0.003862619,381.1,1.472043985
Mont-Laurier,3,1528,6,1528_007,2003,20,0.003351256,444.9,1.490973754
Mont-Laurier,3,1528,6,1528_007,2004,21,0.003465485,439.9,1.524466794
Mont-Laurier,3,1528,6,1528_007,2005,22,0.002423341,470.1,1.139212358
Mont-Laurier,3,1528,6,1528_007,2006,23,0.001630163,416.7,0.679288909
Mont-Laurier,3,1528,6,1528_007,2007,24,0.00185954,495.5,0.921402071
Mont-Laurier,3,1528,6,1528_007,2008,25,0.0026087,496.3,1.294697828
Mont-Laurier,3,1528,6,1528_007,2009,26,0.002658364,499.1,1.326789659
Mont-Laurier,3,1528,6,1528_007,2010,27,0.00381091,608.9,2.320463318
Mont-Laurier,3,1528,6,1528_007,2011,28,0.002503635,544.1,1.362227687
Mont-Laurier,3,1528,6,1528_007,2012,29,0.001884746,484.4,0.912970952
Mont-Laurier,3,1528,6,1528_007,2013,30,0.002085953,571.7,1.192539194
Mont-Laurier,3,1528,6,1528_007,2014,31,0.002179301,486.4,1.060012058
Mont-Laurier,3,1528,6,1528_007,2015,32,0.001787794,598.5,1.069994866
Mont-Laurier,3,1528,7,1528_008,1983,1,0.000440071,502.9,0.221311431
